,0,1,2,3,addr
770,SODIUM,SSM,IOUT,,SODIUM/SSM/IOUT
771,SODIUM,SSM,INEWTON,,SODIUM/SSM/INEWTON
772,SODIUM,SSM,IASYM,,SODIUM/SSM/IASYM
773,SODIUM,SSM,IPRPAK,,SODIUM/SSM/IPRPAK
774,SODIUM,SSM,IPRFLOW,,SODIUM/SSM/IPRFLOW
775,SODIUM,SSM,IPAKCB,,SODIUM/SSM/IPAKCB
776,SODIUM,SSM,IONPER,,SODIUM/SSM/IONPER
777,SODIUM,SSM,LASTONPER,,SODIUM/SSM/LASTONPER
778,SODIUM,SSM,NBOUND,,SODIUM/SSM/NBOUND
779,SODIUM,MVT,INPUT_FNAME,,SODIUM/MVT/INPUT_FNAME
780,SODIUM,MVT,PACKAGE_TYPE,,SODIUM/MVT/PACKAGE_TYPE
781,SODIUM,MVT,ID,,SODIUM/MVT/ID
782,SODIUM,MVT,INUNIT,,SODIUM/MVT/INUNIT
783,SODIUM,MVT,IOUT,,SODIUM/MVT/IOUT
784,SODIUM,MVT,INEWTON,,SODIUM/MVT/INEWTON
785,SODIUM,MVT,IASYM,,SODIUM/MVT/IASYM
786,SODIUM,MVT,IPRPAK,,SODIUM/MVT/IPRPAK
787,SODIUM,MVT,IPRFLOW,,SODIUM/MVT/IPRFLOW
788,SODIUM,MVT,IPAKCB,,SODIUM/MVT/IPAKCB
789,SODIUM,MVT,IONPER,,SODIUM/MVT/IONPER
790,SODIUM,MVT,LASTONPER,,SODIUM/MVT/LASTONPER
791,SODIUM,MVT,MAXPACKAGES,,SODIUM/MVT/MAXPACKAGES
792,SODIUM,MVT,IBUDGETOUT,,SODIUM/MVT/IBUDGETOUT
793,SODIUM,MVT,IBUDCSV,,SODIUM/MVT/IBUDCSV
794,SODIUM,OC,INUNIT,,SODIUM/OC/INUNIT
795,SODIUM,OC,IOUT,,SODIUM/OC/IOUT
796,SODIUM,OC,IBUDCSV,,SODIUM/OC/IBUDCSV
797,SODIUM,OC,IPEROC,,SODIUM/OC/IPEROC
798,SODIUM,OC,IOCREP,,SODIUM/OC/IOCREP
799,GWF-GWT_1,M1ID,,,GWF-GWT_1/M1ID
800,GWF-GWT_1,M2ID,,,GWF-GWT_1/M2ID
801,GWF-GWT_2,M1ID,,,GWF-GWT_2/M1ID
802,GWF-GWT_2,M2ID,,,GWF-GWT_2/M2ID
803,SLN_1,ID,,,SLN_1/ID
804,SLN_1,IU,,,SLN_1/IU
805,SLN_1,TTFORM,,,SLN_1/TTFORM
806,SLN_1,TTSOLN,,,SLN_1/TTSOLN
807,SLN_1,ISYMMETRIC,,,SLN_1/ISYMMETRIC
808,SLN_1,NEQ,,,SLN_1/NEQ
809,SLN_1,MATRIX_OFFSET,,,SLN_1/MATRIX_OFFSET
810,SLN_1,DVCLOSE,,,SLN_1/DVCLOSE
811,SLN_1,BIGCHOLD,,,SLN_1/BIGCHOLD
812,SLN_1,BIGCH,,,SLN_1/BIGCH
813,SLN_1,RELAXOLD,,,SLN_1/RELAXOLD
814,SLN_1,RES_PREV,,,SLN_1/RES_PREV
815,SLN_1,RES_NEW,,,SLN_1/RES_NEW
816,SLN_1,ICNVG,,,SLN_1/ICNVG
817,SLN_1,ITERTOT_TIMESTEP,,,SLN_1/ITERTOT_TIMESTEP
818,SLN_1,IOUTTOT_TIMESTEP,,,SLN_1/IOUTTOT_TIMESTEP
819,SLN_1,INNERTOT_SIM,,,SLN_1/INNERTOT_SIM
820,SLN_1,MXITER,,,SLN_1/MXITER
821,SLN_1,LINSOLVER,,,SLN_1/LINSOLVER
822,SLN_1,NONMETH,,,SLN_1/NONMETH
823,SLN_1,IPRIMS,,,SLN_1/IPRIMS
824,SLN_1,THETA,,,SLN_1/THETA
825,SLN_1,AKAPPA,,,SLN_1/AKAPPA
826,SLN_1,GAMMA,,,SLN_1/GAMMA
827,SLN_1,AMOMENTUM,,,SLN_1/AMOMENTUM
828,SLN_1,BREDUC,,,SLN_1/BREDUC
829,SLN_1,BTOL,,,SLN_1/BTOL
830,SLN_1,RES_LIM,,,SLN_1/RES_LIM
831,SLN_1,NUMTRACK,,,SLN_1/NUMTRACK
832,SLN_1,IBFLAG,,,SLN_1/IBFLAG
833,SLN_1,ICSVOUTEROUT,,,SLN_1/ICSVOUTEROUT
834,SLN_1,ICSVINNEROUT,,,SLN_1/ICSVINNEROUT
835,SLN_1,NITERMAX,,,SLN_1/NITERMAX
836,SLN_1,CONVNMOD,,,SLN_1/CONVNMOD
837,SLN_1,IALLOWPTC,,,SLN_1/IALLOWPTC
838,SLN_1,IPTCOPT,,,SLN_1/IPTCOPT
839,SLN_1,IPTCOUT,,,SLN_1/IPTCOUT
840,SLN_1,L2NORM0,,,SLN_1/L2NORM0
841,SLN_1,PTCDEL,,,SLN_1/PTCDEL
842,SLN_1,PTCDEL0,,,SLN_1/PTCDEL0
843,SLN_1,PTCEXP,,,SLN_1/PTCEXP
844,SLN_1,ATSFRAC,,,SLN_1/ATSFRAC
845,SLN_2,ID,,,SLN_2/ID
846,SLN_2,IU,,,SLN_2/IU
847,SLN_2,TTFORM,,,SLN_2/TTFORM
848,SLN_2,TTSOLN,,,SLN_2/TTSOLN
849,SLN_2,ISYMMETRIC,,,SLN_2/ISYMMETRIC
850,SLN_2,NEQ,,,SLN_2/NEQ
851,SLN_2,MATRIX_OFFSET,,,SLN_2/MATRIX_OFFSET
852,SLN_2,DVCLOSE,,,SLN_2/DVCLOSE
853,SLN_2,BIGCHOLD,,,SLN_2/BIGCHOLD
854,SLN_2,BIGCH,,,SLN_2/BIGCH
855,SLN_2,RELAXOLD,,,SLN_2/RELAXOLD
856,SLN_2,RES_PREV,,,SLN_2/RES_PREV
857,SLN_2,RES_NEW,,,SLN_2/RES_NEW
858,SLN_2,ICNVG,,,SLN_2/ICNVG
859,SLN_2,ITERTOT_TIMESTEP,,,SLN_2/ITERTOT_TIMESTEP
860,SLN_2,IOUTTOT_TIMESTEP,,,SLN_2/IOUTTOT_TIMESTEP
861,SLN_2,INNERTOT_SIM,,,SLN_2/INNERTOT_SIM
862,SLN_2,MXITER,,,SLN_2/MXITER
863,SLN_2,LINSOLVER,,,SLN_2/LINSOLVER
864,SLN_2,NONMETH,,,SLN_2/NONMETH
865,SLN_2,IPRIMS,,,SLN_2/IPRIMS
866,SLN_2,THETA,,,SLN_2/THETA
867,SLN_2,AKAPPA,,,SLN_2/AKAPPA
868,SLN_2,GAMMA,,,SLN_2/GAMMA
869,SLN_2,AMOMENTUM,,,SLN_2/AMOMENTUM
870,SLN_2,BREDUC,,,SLN_2/BREDUC
871,SLN_2,BTOL,,,SLN_2/BTOL
872,SLN_2,RES_LIM,,,SLN_2/RES_LIM
873,SLN_2,NUMTRACK,,,SLN_2/NUMTRACK
874,SLN_2,IBFLAG,,,SLN_2/IBFLAG
875,SLN_2,ICSVOUTEROUT,,,SLN_2/ICSVOUTEROUT
876,SLN_2,ICSVINNEROUT,,,SLN_2/ICSVINNEROUT
877,SLN_2,NITERMAX,,,SLN_2/NITERMAX
878,SLN_2,CONVNMOD,,,SLN_2/CONVNMOD
879,SLN_2,IALLOWPTC,,,SLN_2/IALLOWPTC
880,SLN_2,IPTCOPT,,,SLN_2/IPTCOPT
881,SLN_2,IPTCOUT,,,SLN_2/IPTCOUT
882,SLN_2,L2NORM0,,,SLN_2/L2NORM0
883,SLN_2,PTCDEL,,,SLN_2/PTCDEL
884,SLN_2,PTCDEL0,,,SLN_2/PTCDEL0
885,SLN_2,PTCEXP,,,SLN_2/PTCEXP
886,SLN_2,ATSFRAC,,,SLN_2/ATSFRAC
887,SLN_3,ID,,,SLN_3/ID
888,SLN_3,IU,,,SLN_3/IU
889,SLN_3,TTFORM,,,SLN_3/TTFORM
890,SLN_3,TTSOLN,,,SLN_3/TTSOLN
891,SLN_3,ISYMMETRIC,,,SLN_3/ISYMMETRIC
892,SLN_3,NEQ,,,SLN_3/NEQ
893,SLN_3,MATRIX_OFFSET,,,SLN_3/MATRIX_OFFSET
894,SLN_3,DVCLOSE,,,SLN_3/DVCLOSE
895,SLN_3,BIGCHOLD,,,SLN_3/BIGCHOLD
896,SLN_3,BIGCH,,,SLN_3/BIGCH
897,SLN_3,RELAXOLD,,,SLN_3/RELAXOLD
898,SLN_3,RES_PREV,,,SLN_3/RES_PREV
899,SLN_3,RES_NEW,,,SLN_3/RES_NEW
900,SLN_3,ICNVG,,,SLN_3/ICNVG
901,SLN_3,ITERTOT_TIMESTEP,,,SLN_3/ITERTOT_TIMESTEP
902,SLN_3,IOUTTOT_TIMESTEP,,,SLN_3/IOUTTOT_TIMESTEP
903,SLN_3,INNERTOT_SIM,,,SLN_3/INNERTOT_SIM
904,SLN_3,MXITER,,,SLN_3/MXITER
905,SLN_3,LINSOLVER,,,SLN_3/LINSOLVER
906,SLN_3,NONMETH,,,SLN_3/NONMETH
907,SLN_3,IPRIMS,,,SLN_3/IPRIMS
908,SLN_3,THETA,,,SLN_3/THETA
909,SLN_3,AKAPPA,,,SLN_3/AKAPPA
910,SLN_3,GAMMA,,,SLN_3/GAMMA
911,SLN_3,AMOMENTUM,,,SLN_3/AMOMENTUM
912,SLN_3,BREDUC,,,SLN_3/BREDUC
913,SLN_3,BTOL,,,SLN_3/BTOL
914,SLN_3,RES_LIM,,,SLN_3/RES_LIM
915,SLN_3,NUMTRACK,,,SLN_3/NUMTRACK
916,SLN_3,IBFLAG,,,SLN_3/IBFLAG
917,SLN_3,ICSVOUTEROUT,,,SLN_3/ICSVOUTEROUT
918,SLN_3,ICSVINNEROUT,,,SLN_3/ICSVINNEROUT
919,SLN_3,NITERMAX,,,SLN_3/NITERMAX
920,SLN_3,CONVNMOD,,,SLN_3/CONVNMOD
921,SLN_3,IALLOWPTC,,,SLN_3/IALLOWPTC
922,SLN_3,IPTCOPT,,,SLN_3/IPTCOPT
923,SLN_3,IPTCOUT,,,SLN_3/IPTCOUT
924,SLN_3,L2NORM0,,,SLN_3/L2NORM0
925,SLN_3,PTCDEL,,,SLN_3/PTCDEL
926,SLN_3,PTCDEL0,,,SLN_3/PTCDEL0
927,SLN_3,PTCEXP,,,SLN_3/PTCEXP
928,SLN_3,ATSFRAC,,,SLN_3/ATSFRAC
929,GWF,DIS,DELR,,GWF/DIS/DELR
930,GWF,DIS,DELC,,GWF/DIS/DELC
931,GWF,DIS,IDOMAIN,,GWF/DIS/IDOMAIN
932,GWF,DIS,TOP2D,,GWF/DIS/TOP2D
933,GWF,DIS,BOT3D,,GWF/DIS/BOT3D
934,GWF,DIS,CELLX,,GWF/DIS/CELLX
935,GWF,DIS,CELLY,,GWF/DIS/CELLY
936,GWF,DIS,MSHAPE,,GWF/DIS/MSHAPE
937,GWF,DIS,XC,,GWF/DIS/XC
938,GWF,DIS,YC,,GWF/DIS/YC
939,GWF,DIS,TOP,,GWF/DIS/TOP
940,GWF,DIS,BOT,,GWF/DIS/BOT
941,GWF,DIS,AREA,,GWF/DIS/AREA
942,GWF,DBUFF,,,GWF/DBUFF
943,GWF,IBUFF,,,GWF/IBUFF
944,GWF,DIS,NODEUSER,,GWF/DIS/NODEUSER
945,GWF,DIS,NODEREDUCED,,GWF/DIS/NODEREDUCED
946,GWF,CON,NODES,,GWF/CON/NODES
947,GWF,CON,NJA,,GWF/CON/NJA
948,GWF,CON,NJAS,,GWF/CON/NJAS
949,GWF,CON,IANGLEX,,GWF/CON/IANGLEX
950,GWF,CON,IA,,GWF/CON/IA
951,GWF,CON,JA,,GWF/CON/JA
952,GWF,CON,ISYM,,GWF/CON/ISYM
953,GWF,CON,JAS,,GWF/CON/JAS
954,GWF,CON,HWVA,,GWF/CON/HWVA
955,GWF,CON,ANGLEX,,GWF/CON/ANGLEX
956,GWF,CON,IHC,,GWF/CON/IHC
957,GWF,CON,CL1,,GWF/CON/CL1
958,GWF,CON,CL2,,GWF/CON/CL2
959,GWF,CON,IAUSR,,GWF/CON/IAUSR
960,GWF,CON,JAUSR,,GWF/CON/JAUSR
961,GWF,NPF,ITHICKSTARTFLAG,,GWF/NPF/ITHICKSTARTFLAG
962,GWF,NPF,ICELLTYPE,,GWF/NPF/ICELLTYPE
963,GWF,NPF,K11,,GWF/NPF/K11
964,GWF,NPF,SAT,,GWF/NPF/SAT
965,GWF,NPF,CONDSAT,,GWF/NPF/CONDSAT
966,GWF,NPF,K22,,GWF/NPF/K22
967,GWF,NPF,K33,,GWF/NPF/K33
968,GWF,NPF,WETDRY,,GWF/NPF/WETDRY
969,GWF,NPF,ANGLE1,,GWF/NPF/ANGLE1
970,GWF,NPF,ANGLE2,,GWF/NPF/ANGLE2
971,GWF,NPF,ANGLE3,,GWF/NPF/ANGLE3
972,GWF,NPF,IBOTNODE,,GWF/NPF/IBOTNODE
973,GWF,NPF,NODEDGE,,GWF/NPF/NODEDGE
974,GWF,NPF,IHCEDGE,,GWF/NPF/IHCEDGE
975,GWF,NPF,PROPSEDGE,,GWF/NPF/PROPSEDGE
976,GWF,NPF,K11INPUT,,GWF/NPF/K11INPUT
977,GWF,NPF,K22INPUT,,GWF/NPF/K22INPUT
978,GWF,NPF,K33INPUT,,GWF/NPF/K33INPUT
979,GWF,NPF,SPDIS,,GWF/NPF/SPDIS
980,GWF,NPF,NODEKCHANGE,,GWF/NPF/NODEKCHANGE
981,GWF,XOLD,,,GWF/XOLD
982,GWF,FLOWJA,,,GWF/FLOWJA
983,GWF,IDXGLO,,,GWF/IDXGLO
984,CHLORIDE,DIS,DELR,,CHLORIDE/DIS/DELR
985,CHLORIDE,DIS,DELC,,CHLORIDE/DIS/DELC
986,CHLORIDE,DIS,IDOMAIN,,CHLORIDE/DIS/IDOMAIN
987,CHLORIDE,DIS,TOP2D,,CHLORIDE/DIS/TOP2D
988,CHLORIDE,DIS,BOT3D,,CHLORIDE/DIS/BOT3D
989,CHLORIDE,DIS,CELLX,,CHLORIDE/DIS/CELLX
990,CHLORIDE,DIS,CELLY,,CHLORIDE/DIS/CELLY
991,CHLORIDE,DIS,MSHAPE,,CHLORIDE/DIS/MSHAPE
992,CHLORIDE,DIS,XC,,CHLORIDE/DIS/XC
993,CHLORIDE,DIS,YC,,CHLORIDE/DIS/YC
994,CHLORIDE,DIS,TOP,,CHLORIDE/DIS/TOP
995,CHLORIDE,DIS,BOT,,CHLORIDE/DIS/BOT
996,CHLORIDE,DIS,AREA,,CHLORIDE/DIS/AREA
997,CHLORIDE,DBUFF,,,CHLORIDE/DBUFF
998,CHLORIDE,IBUFF,,,CHLORIDE/IBUFF
999,CHLORIDE,DIS,NODEUSER,,CHLORIDE/DIS/NODEUSER
1000,CHLORIDE,DIS,NODEREDUCED,,CHLORIDE/DIS/NODEREDUCED
1001,CHLORIDE,CON,NODES,,CHLORIDE/CON/NODES
1002,CHLORIDE,CON,NJA,,CHLORIDE/CON/NJA
1003,CHLORIDE,CON,NJAS,,CHLORIDE/CON/NJAS
1004,CHLORIDE,CON,IANGLEX,,CHLORIDE/CON/IANGLEX
1005,CHLORIDE,CON,IA,,CHLORIDE/CON/IA
1006,CHLORIDE,CON,JA,,CHLORIDE/CON/JA
1007,CHLORIDE,CON,ISYM,,CHLORIDE/CON/ISYM
1008,CHLORIDE,CON,JAS,,CHLORIDE/CON/JAS
1009,CHLORIDE,CON,HWVA,,CHLORIDE/CON/HWVA
1010,CHLORIDE,CON,ANGLEX,,CHLORIDE/CON/ANGLEX
1011,CHLORIDE,CON,IHC,,CHLORIDE/CON/IHC
1012,CHLORIDE,CON,CL1,,CHLORIDE/CON/CL1
1013,CHLORIDE,CON,CL2,,CHLORIDE/CON/CL2
1014,CHLORIDE,CON,IAUSR,,CHLORIDE/CON/IAUSR
1015,CHLORIDE,CON,JAUSR,,CHLORIDE/CON/JAUSR
1016,CHLORIDE,FMI,IATP,,CHLORIDE/FMI/IATP
1017,CHLORIDE,FMI,IGWFMVRTERM,,CHLORIDE/FMI/IGWFMVRTERM
1018,CHLORIDE,FMI-FT1,NAME,,CHLORIDE/FMI-FT1/NAME
1019,CHLORIDE,FMI-FT1,BUDTXT,,CHLORIDE/FMI-FT1/BUDTXT
1020,CHLORIDE,FMI-FT1,NAUX,,CHLORIDE/FMI-FT1/NAUX
1021,CHLORIDE,FMI-FT1,AUXNAME,,CHLORIDE/FMI-FT1/AUXNAME
1022,CHLORIDE,FMI-FT1,NBOUND,,CHLORIDE/FMI-FT1/NBOUND
1023,CHLORIDE,FMI-FT1,NODELIST,,CHLORIDE/FMI-FT1/NODELIST
1024,CHLORIDE,FMI-FT1,FLOW,,CHLORIDE/FMI-FT1/FLOW
1025,CHLORIDE,FMI-FT1,AUXVAR,,CHLORIDE/FMI-FT1/AUXVAR
1026,CHLORIDE,FMI-FT2,NAME,,CHLORIDE/FMI-FT2/NAME
1027,CHLORIDE,FMI-FT2,BUDTXT,,CHLORIDE/FMI-FT2/BUDTXT
1028,CHLORIDE,FMI-FT2,NAUX,,CHLORIDE/FMI-FT2/NAUX
1029,CHLORIDE,FMI-FT2,AUXNAME,,CHLORIDE/FMI-FT2/AUXNAME
1030,CHLORIDE,FMI-FT2,NBOUND,,CHLORIDE/FMI-FT2/NBOUND
1031,CHLORIDE,FMI-FT2,NODELIST,,CHLORIDE/FMI-FT2/NODELIST
1032,CHLORIDE,FMI-FT2,FLOW,,CHLORIDE/FMI-FT2/FLOW
1033,CHLORIDE,FMI-FT2,AUXVAR,,CHLORIDE/FMI-FT2/AUXVAR
1034,CHLORIDE,DSP,ALH,,CHLORIDE/DSP/ALH
1035,CHLORIDE,DSP,ALV,,CHLORIDE/DSP/ALV
1036,CHLORIDE,DSP,ATH1,,CHLORIDE/DSP/ATH1
1037,CHLORIDE,DSP,ATH2,,CHLORIDE/DSP/ATH2
1038,CHLORIDE,DSP,ATV,,CHLORIDE/DSP/ATV
1039,CHLORIDE,DSP,DIFFC,,CHLORIDE/DSP/DIFFC
1040,CHLORIDE,DSP,D11,,CHLORIDE/DSP/D11
1041,CHLORIDE,DSP,D22,,CHLORIDE/DSP/D22
1042,CHLORIDE,DSP,D33,,CHLORIDE/DSP/D33
1043,CHLORIDE,DSP,ANGLE1,,CHLORIDE/DSP/ANGLE1
1044,CHLORIDE,DSP,ANGLE2,,CHLORIDE/DSP/ANGLE2
1045,CHLORIDE,DSP,ANGLE3,,CHLORIDE/DSP/ANGLE3
1046,CHLORIDE,DSP,DISPCOEF,,CHLORIDE/DSP/DISPCOEF
1047,CHLORIDE,XOLD,,,CHLORIDE/XOLD
1048,CHLORIDE,FLOWJA,,,CHLORIDE/FLOWJA
1049,CHLORIDE,IDXGLO,,,CHLORIDE/IDXGLO
1050,SODIUM,DIS,DELR,,SODIUM/DIS/DELR
1051,SODIUM,DIS,DELC,,SODIUM/DIS/DELC
1052,SODIUM,DIS,IDOMAIN,,SODIUM/DIS/IDOMAIN
1053,SODIUM,DIS,TOP2D,,SODIUM/DIS/TOP2D
1054,SODIUM,DIS,BOT3D,,SODIUM/DIS/BOT3D
1055,SODIUM,DIS,CELLX,,SODIUM/DIS/CELLX
1056,SODIUM,DIS,CELLY,,SODIUM/DIS/CELLY
1057,SODIUM,DIS,MSHAPE,,SODIUM/DIS/MSHAPE
1058,SODIUM,DIS,XC,,SODIUM/DIS/XC
1059,SODIUM,DIS,YC,,SODIUM/DIS/YC
1060,SODIUM,DIS,TOP,,SODIUM/DIS/TOP
1061,SODIUM,DIS,BOT,,SODIUM/DIS/BOT
1062,SODIUM,DIS,AREA,,SODIUM/DIS/AREA
1063,SODIUM,DBUFF,,,SODIUM/DBUFF
1064,SODIUM,IBUFF,,,SODIUM/IBUFF
1065,SODIUM,DIS,NODEUSER,,SODIUM/DIS/NODEUSER
1066,SODIUM,DIS,NODEREDUCED,,SODIUM/DIS/NODEREDUCED
1067,SODIUM,CON,NODES,,SODIUM/CON/NODES
1068,SODIUM,CON,NJA,,SODIUM/CON/NJA
1069,SODIUM,CON,NJAS,,SODIUM/CON/NJAS
1070,SODIUM,CON,IANGLEX,,SODIUM/CON/IANGLEX
1071,SODIUM,CON,IA,,SODIUM/CON/IA
1072,SODIUM,CON,JA,,SODIUM/CON/JA
1073,SODIUM,CON,ISYM,,SODIUM/CON/ISYM
1074,SODIUM,CON,JAS,,SODIUM/CON/JAS
1075,SODIUM,CON,HWVA,,SODIUM/CON/HWVA
1076,SODIUM,CON,ANGLEX,,SODIUM/CON/ANGLEX
1077,SODIUM,CON,IHC,,SODIUM/CON/IHC
1078,SODIUM,CON,CL1,,SODIUM/CON/CL1
1079,SODIUM,CON,CL2,,SODIUM/CON/CL2
1080,SODIUM,CON,IAUSR,,SODIUM/CON/IAUSR
1081,SODIUM,CON,JAUSR,,SODIUM/CON/JAUSR
1082,SODIUM,FMI,IATP,,SODIUM/FMI/IATP
1083,SODIUM,FMI,IGWFMVRTERM,,SODIUM/FMI/IGWFMVRTERM
1084,SODIUM,FMI-FT1,NAME,,SODIUM/FMI-FT1/NAME
1085,SODIUM,FMI-FT1,BUDTXT,,SODIUM/FMI-FT1/BUDTXT
1086,SODIUM,FMI-FT1,NAUX,,SODIUM/FMI-FT1/NAUX
1087,SODIUM,FMI-FT1,AUXNAME,,SODIUM/FMI-FT1/AUXNAME
1088,SODIUM,FMI-FT1,NBOUND,,SODIUM/FMI-FT1/NBOUND
1089,SODIUM,FMI-FT1,NODELIST,,SODIUM/FMI-FT1/NODELIST
1090,SODIUM,FMI-FT1,FLOW,,SODIUM/FMI-FT1/FLOW
1091,SODIUM,FMI-FT1,AUXVAR,,SODIUM/FMI-FT1/AUXVAR
1092,SODIUM,FMI-FT2,NAME,,SODIUM/FMI-FT2/NAME
1093,SODIUM,FMI-FT2,BUDTXT,,SODIUM/FMI-FT2/BUDTXT
1094,SODIUM,FMI-FT2,NAUX,,SODIUM/FMI-FT2/NAUX
1095,SODIUM,FMI-FT2,AUXNAME,,SODIUM/FMI-FT2/AUXNAME
1096,SODIUM,FMI-FT2,NBOUND,,SODIUM/FMI-FT2/NBOUND
1097,SODIUM,FMI-FT2,NODELIST,,SODIUM/FMI-FT2/NODELIST
1098,SODIUM,FMI-FT2,FLOW,,SODIUM/FMI-FT2/FLOW
1099,SODIUM,FMI-FT2,AUXVAR,,SODIUM/FMI-FT2/AUXVAR
1100,SODIUM,DSP,ALH,,SODIUM/DSP/ALH
1101,SODIUM,DSP,ALV,,SODIUM/DSP/ALV
1102,SODIUM,DSP,ATH1,,SODIUM/DSP/ATH1
1103,SODIUM,DSP,ATH2,,SODIUM/DSP/ATH2
1104,SODIUM,DSP,ATV,,SODIUM/DSP/ATV
1105,SODIUM,DSP,DIFFC,,SODIUM/DSP/DIFFC
1106,SODIUM,DSP,D11,,SODIUM/DSP/D11
1107,SODIUM,DSP,D22,,SODIUM/DSP/D22
1108,SODIUM,DSP,D33,,SODIUM/DSP/D33
1109,SODIUM,DSP,ANGLE1,,SODIUM/DSP/ANGLE1
1110,SODIUM,DSP,ANGLE2,,SODIUM/DSP/ANGLE2
1111,SODIUM,DSP,ANGLE3,,SODIUM/DSP/ANGLE3
1112,SODIUM,DSP,DISPCOEF,,SODIUM/DSP/DISPCOEF
1113,SODIUM,XOLD,,,SODIUM/XOLD
1114,SODIUM,FLOWJA,,,SODIUM/FLOWJA
1115,SODIUM,IDXGLO,,,SODIUM/IDXGLO
1116,CHLORIDE,FMI,GWFFLOWJA,,CHLORIDE/FMI/GWFFLOWJA
1117,SODIUM,FMI,GWFFLOWJA,,SODIUM/FMI/GWFFLOWJA
1118,SLN_1,X,,,SLN_1/X
1119,SLN_1,RHS,,,SLN_1/RHS
1120,SLN_1,IACTIVE,,,SLN_1/IACTIVE
1121,SLN_1,XTEMP,,,SLN_1/XTEMP
1122,SLN_1,DXOLD,,,SLN_1/DXOLD
1123,SLN_1,HNCG,,,SLN_1/HNCG
1124,SLN_1,LRCH,,,SLN_1/LRCH
1125,SLN_1,WSAVE,,,SLN_1/WSAVE
1126,SLN_1,HCHOLD,,,SLN_1/HCHOLD
1127,SLN_1,DEOLD,,,SLN_1/DEOLD
1128,SLN_1,CONVMODSTART,,,SLN_1/CONVMODSTART
1129,TMPSLN_1,CONVNMOD,,,TMPSLN_1/CONVNMOD
1130,TMPSLN_1,NITERMAX,,,TMPSLN_1/NITERMAX
1131,TMPSLN_1,ITINNER,,,TMPSLN_1/ITINNER
1132,TMPSLN_1,LOCDV,,,TMPSLN_1/LOCDV
1133,TMPSLN_1,DVMAX,,,TMPSLN_1/DVMAX
1134,TMPSLN_1,LOCDR,,,TMPSLN_1/LOCDR
1135,TMPSLN_1,DRMAX,,,TMPSLN_1/DRMAX
1136,TMPSLN_1,CONVDVMAX,,,TMPSLN_1/CONVDVMAX
1137,TMPSLN_1,CONVLOCDV,,,TMPSLN_1/CONVLOCDV
1138,TMPSLN_1,CONVDRMAX,,,TMPSLN_1/CONVDRMAX
1139,TMPSLN_1,CONVLOCDR,,,TMPSLN_1/CONVLOCDR
1140,GWF,X,,,GWF/X
1141,GWF,RHS,,,GWF/RHS
1142,GWF,IBOUND,,,GWF/IBOUND
1143,SLN_1,NROW,,,SLN_1/NROW
1144,SLN_1,NCOL,,,SLN_1/NCOL
1145,SLN_1,NJA,,,SLN_1/NJA
1146,SLN_1,IA,,,SLN_1/IA
1147,SLN_1,JA,,,SLN_1/JA
1148,SLN_1,AMAT,,,SLN_1/AMAT
1149,SLN_2,X,,,SLN_2/X
1150,SLN_2,RHS,,,SLN_2/RHS
1151,SLN_2,IACTIVE,,,SLN_2/IACTIVE
1152,SLN_2,XTEMP,,,SLN_2/XTEMP
1153,SLN_2,DXOLD,,,SLN_2/DXOLD
1154,SLN_2,HNCG,,,SLN_2/HNCG
1155,SLN_2,LRCH,,,SLN_2/LRCH
1156,SLN_2,WSAVE,,,SLN_2/WSAVE
1157,SLN_2,HCHOLD,,,SLN_2/HCHOLD
1158,SLN_2,DEOLD,,,SLN_2/DEOLD
1159,SLN_2,CONVMODSTART,,,SLN_2/CONVMODSTART
1160,TMPSLN_2,CONVNMOD,,,TMPSLN_2/CONVNMOD
1161,TMPSLN_2,NITERMAX,,,TMPSLN_2/NITERMAX
1162,TMPSLN_2,ITINNER,,,TMPSLN_2/ITINNER
1163,TMPSLN_2,LOCDV,,,TMPSLN_2/LOCDV
1164,TMPSLN_2,DVMAX,,,TMPSLN_2/DVMAX
1165,TMPSLN_2,LOCDR,,,TMPSLN_2/LOCDR
1166,TMPSLN_2,DRMAX,,,TMPSLN_2/DRMAX
1167,TMPSLN_2,CONVDVMAX,,,TMPSLN_2/CONVDVMAX
1168,TMPSLN_2,CONVLOCDV,,,TMPSLN_2/CONVLOCDV
1169,TMPSLN_2,CONVDRMAX,,,TMPSLN_2/CONVDRMAX
1170,TMPSLN_2,CONVLOCDR,,,TMPSLN_2/CONVLOCDR
1171,CHLORIDE,X,,,CHLORIDE/X
1172,CHLORIDE,RHS,,,CHLORIDE/RHS
1173,CHLORIDE,IBOUND,,,CHLORIDE/IBOUND
1174,SLN_2,NROW,,,SLN_2/NROW
1175,SLN_2,NCOL,,,SLN_2/NCOL
1176,SLN_2,NJA,,,SLN_2/NJA
1177,SLN_2,IA,,,SLN_2/IA
1178,SLN_2,JA,,,SLN_2/JA
1179,SLN_2,AMAT,,,SLN_2/AMAT
1180,SLN_3,X,,,SLN_3/X
1181,SLN_3,RHS,,,SLN_3/RHS
1182,SLN_3,IACTIVE,,,SLN_3/IACTIVE
1183,SLN_3,XTEMP,,,SLN_3/XTEMP
1184,SLN_3,DXOLD,,,SLN_3/DXOLD
1185,SLN_3,HNCG,,,SLN_3/HNCG
1186,SLN_3,LRCH,,,SLN_3/LRCH
1187,SLN_3,WSAVE,,,SLN_3/WSAVE
1188,SLN_3,HCHOLD,,,SLN_3/HCHOLD
